order_id,customer_id,order_date,product_name,product_category,quantity,price,payment_method,channel,country
3732,662,2023-04-22,Apple AirPods Pro,Accessory,1,249.0,Card,Online,UAE
3733,1629,2023-04-22,USB-C Charger,Accessory,1,29.0,Card,Offline,China
3734,3463,2023-04-22,Samsung Galaxy Tab S8,Tablet,1,799.0,Card,Online,Germany
3735,859,2023-04-22,USB-C Charger,Accessory,1,29.0,Card,Offline,USA
3736,189,2023-04-22,Samsung Galaxy Tab S8,Tablet,1,799.0,Online,Online,China
3737,3757,2023-04-23,HDMI Cable,Accessory,1,14.0,Cash,Offline,France
3738,1011,2023-04-23,MacBook Air 13,Laptop,1,1099.0,Card,Offline,USA
3739,4526,2023-04-23,Dell XPS 15,Laptop,1,1499.0,Online,Offline,USA
3740,1617,2023-04-23,iPad Pro 12.9,Tablet,1,1099.0,Online,Online,USA
3741,1225,2023-04-23,Apple AirPods Pro,Accessory,1,249.0,Card,Online,China
3742,201,2023-04-23,Dell XPS 13,Laptop,1,1199.0,Cash,Online,Russia
3743,3990,2023-04-23,Google Pixel 7,Phone,1,699.0,Card,Online,Japan
3744,2116,2023-04-23,Mechanical Keyboard,Accessory,1,149.0,Online,Offline,China
3745,1617,2023-04-23,Apple Pencil,Accessory,1,119.0,Online,Online,USA
3746,1225,2023-04-23,iPhone 13,Phone,1,799.0,Card,Online,China
3747,4138,2023-04-23,Apple AirPods Pro,Accessory,2,249.0,Cash,Online,UK
3748,3645,2023-04-23,Sony WH-1000XM4,Accessory,1,349.0,Card,Online,USA
3749,1225,2023-04-23,Screen Protector,Accessory,1,35.0,Card,Online,China
3750,4652,2023-04-23,Screen Protector,Accessory,1,35.0,Card,Online,USA
3751,1453,2023-04-23,MacBook Pro 16,Laptop,1,1999.0,Online,Offline,Japan
3752,1225,2023-04-23,Apple 20W USB-C Power Adapter,Accessory,1,19.0,Card,Online,China
3753,367,2023-04-23,Apple Pencil,Accessory,2,119.0,Cash,Offline,USA
3754,2260,2023-04-23,Apple 35W Dual USB-C Adapter,Accessory,1,59.0,Card,Offline,USA
3755,3848,2023-04-23,HDMI Cable,Accessory,1,14.0,Online,Offline,Japan
3756,4680,2023-04-23,Asus ZenBook,Laptop,1,999.0,Cash,Offline,Japan
3757,1617,2023-04-23,Apple 20W USB-C Power Adapter,Accessory,1,19.0,Online,Online,USA
3758,3377,2023-04-23,Dell XPS 13,Laptop,1,1199.0,Card,Offline,Spain
3759,3502,2023-04-23,Dell XPS 13,Laptop,1,1199.0,Cash,Offline,Russia
3760,689,2023-04-23,HDMI Cable,Accessory,2,14.0,Card,Offline,Russia
3761,2082,2023-04-23,HDMI Cable,Accessory,1,14.0,Cash,Online,UK
3762,3458,2023-04-24,Screen Protector,Accessory,1,35.0,Cash,Offline,UAE
3763,983,2023-04-24,Screen Protector,Accessory,1,35.0,Cash,Offline,USA
3764,4624,2023-04-24,Apple Pencil,Accessory,1,119.0,Cash,Offline,Germany
3765,4371,2023-04-24,Sony WH-1000XM4,Accessory,1,349.0,Online,Offline,China
3766,983,2023-04-24,Google Pixel 7,Phone,1,699.0,Cash,Offline,USA
3767,3802,2023-04-24,Dell XPS 15,Laptop,1,1499.0,Online,Offline,UK
3768,3048,2023-04-24,iPad Pro 12.9,Tablet,1,1099.0,Online,Online,Spain
3769,4371,2023-04-24,Screen Protector,Accessory,1,35.0,Online,Offline,China
3770,1946,2023-04-24,Screen Protector,Accessory,1,35.0,Cash,Offline,UK
3771,1569,2023-04-24,Apple 35W Dual USB-C Adapter,Accessory,1,59.0,Online,Offline,UAE
3772,4371,2023-04-24,Samsung Galaxy S21,Phone,1,749.0,Online,Offline,China
3773,1946,2023-04-24,Apple 35W Dual USB-C Adapter,Accessory,1,59.0,Cash,Offline,UK
3774,3048,2023-04-24,Apple 20W USB-C Power Adapter,Accessory,1,19.0,Online,Online,Spain
3775,4371,2023-04-24,Samsung Travel Adapter,Accessory,1,29.0,Online,Offline,China
3776,1946,2023-04-24,Apple AirPods Pro,Accessory,1,249.0,Cash,Offline,UK
3777,3458,2023-04-24,Apple 20W USB-C Power Adapter,Accessory,1,19.0,Cash,Offline,UAE
3778,2443,2023-04-24,Lenovo ThinkPad X1,Laptop,1,1399.0,Online,Online,China
3779,2826,2023-04-24,Google Pixel 7,Phone,1,699.0,Cash,Online,UAE
3780,365,2023-04-24,Dell XPS 15,Laptop,1,1499.0,Cash,Offline,China
3781,3048,2023-04-24,Screen Protector,Accessory,1,35.0,Online,Online,Spain
3782,476,2023-04-24,Samsung Travel Adapter,Accessory,2,29.0,Online,Offline,USA
3783,2826,2023-04-24,Screen Protector,Accessory,1,35.0,Cash,Online,UAE
3784,931,2023-04-24,MacBook Pro 16,Laptop,1,1999.0,Cash,Offline,South Korea
3785,1622,2023-04-24,Dell XPS 13,Laptop,1,1199.0,Cash,Online,Russia
3786,931,2023-04-24,Apple Mouse,Accessory,1,89.0,Cash,Offline,South Korea
3787,1946,2023-04-24,iPhone 15,Phone,1,1199.0,Cash,Offline,UK
3788,350,2023-04-24,HDMI Cable,Accessory,1,14.0,Cash,Online,South Korea
3789,3160,2023-04-24,Screen Protector,Accessory,2,35.0,Card,Online,China
3790,2658,2023-04-24,Samsung Galaxy Tab S8,Tablet,2,799.0,Card,Online,USA
3791,3458,2023-04-24,iPad 9th Gen,Tablet,2,499.0,Cash,Offline,UAE
3792,4647,2023-04-24,Lenovo ThinkPad X1,Laptop,1,1399.0,Cash,Online,France
3793,981,2023-04-24,Apple 20W USB-C Power Adapter,Accessory,1,19.0,Online,Online,USA
3794,330,2023-04-24,Samsung Galaxy Tab S8,Tablet,1,799.0,Card,Online,Russia
3795,3375,2023-04-25,Apple AirPods Pro,Accessory,1,249.0,Online,Offline,UK
3796,4494,2023-04-25,Apple AirPods Pro,Accessory,1,249.0,Card,Offline,Spain
3797,4494,2023-04-25,iPhone 13,Phone,1,799.0,Card,Offline,Spain
3798,1931,2023-04-25,Google Pixel 7,Phone,1,699.0,Card,Offline,China
3799,1369,2023-04-25,MacBook Air 13,Laptop,2,1099.0,Online,Offline,USA
3800,648,2023-04-25,Samsung Travel Adapter,Accessory,1,29.0,Cash,Offline,Germany
3801,1045,2023-04-25,Apple Pencil,Accessory,1,119.0,Card,Online,Germany
3802,1805,2023-04-25,HDMI Cable,Accessory,1,14.0,Online,Online,Germany
3803,2750,2023-04-25,Google Pixel 7,Phone,1,699.0,Card,Online,USA
3804,3275,2023-04-25,Apple AirPods Pro,Accessory,1,249.0,Card,Online,Germany
3805,3275,2023-04-25,Screen Protector,Accessory,1,35.0,Card,Online,Germany
3806,3925,2023-04-25,Asus ZenBook,Laptop,1,999.0,Card,Online,Russia
3807,2984,2023-04-25,HP Spectre x360,Laptop,1,1299.0,Online,Offline,Russia
3808,2750,2023-04-25,Screen Protector,Accessory,1,35.0,Card,Online,USA
3809,3497,2023-04-25,Logitech MX Master Mouse,Accessory,2,99.0,Cash,Offline,China
3810,2159,2023-04-25,Apple AirPods Pro,Accessory,1,249.0,Cash,Offline,USA
3811,1751,2023-04-25,USB-C Charger,Accessory,1,29.0,Cash,Online,UK
3812,1045,2023-04-25,Screen Protector,Accessory,1,35.0,Card,Online,Germany
3813,1045,2023-04-25,iPad 9th Gen,Tablet,1,499.0,Card,Online,Germany
3814,1751,2023-04-25,Xiaomi Redmi Note 12,Phone,1,349.0,Cash,Online,UK
3815,4761,2023-04-25,Xiaomi Mi 11,Phone,1,499.0,Online,Online,Spain
3816,1436,2023-04-25,Asus ZenBook,Laptop,1,999.0,Cash,Online,China
3817,2240,2023-04-25,Apple Mouse,Accessory,1,89.0,Online,Online,Germany
3818,2146,2023-04-25,MacBook Pro 16,Laptop,1,1999.0,Online,Offline,USA
3819,170,2023-04-25,Dell XPS 15,Laptop,1,1499.0,Online,Online,USA
3820,3275,2023-04-25,iPhone 14,Phone,1,999.0,Card,Online,Germany
3821,1796,2023-04-25,Apple Pencil,Accessory,3,119.0,Card,Offline,China
3822,3553,2023-04-25,Samsung Galaxy Tab S8,Tablet,1,799.0,Cash,Offline,USA
3823,117,2023-04-25,Mechanical Keyboard,Accessory,1,149.0,Card,Online,Spain
3824,1138,2023-04-25,HP Spectre x360,Laptop,1,1299.0,Cash,Online,China
3825,2590,2023-04-25,Apple Mouse,Accessory,2,89.0,Online,Offline,USA
3826,189,2023-04-25,HDMI Cable,Accessory,3,14.0,Cash,Online,China
3827,1557,2023-04-25,Asus ZenBook,Laptop,1,999.0,Online,Online,France
3828,2240,2023-04-25,MacBook Air 13,Laptop,1,1099.0,Online,Online,Germany
3829,1249,2023-04-25,iPad Pro 12.9,Tablet,1,1099.0,Online,Online,China
3830,2340,2023-04-25,HDMI Cable,Accessory,1,14.0,Online,Offline,USA
3831,1122,2023-04-25,HDMI Cable,Accessory,1,14.0,Card,Offline,Japan
3832,1478,2023-04-25,Apple Mouse,Accessory,1,89.0,Online,Online,USA
3833,3985,2023-04-25,USB-C Charger,Accessory,1,29.0,Cash,Online,China
3834,323,2023-04-25,Samsung Travel Adapter,Accessory,1,29.0,Cash,Offline,Japan
3835,2806,2023-04-26,Logitech MX Master Mouse,Accessory,1,99.0,Card,Online,China
3836,633,2023-04-26,Samsung Travel Adapter,Accessory,1,29.0,Cash,Online,France
3837,1582,2023-04-26,Screen Protector,Accessory,1,35.0,Online,Offline,Russia
3838,2421,2023-04-26,Samsung Travel Adapter,Accessory,1,29.0,Cash,Online,Russia
3839,1582,2023-04-26,iPhone 15,Phone,1,1199.0,Online,Offline,Russia
3840,4274,2023-04-26,Samsung Travel Adapter,Accessory,1,29.0,Card,Online,USA
3841,3733,2023-04-26,Dell XPS 13,Laptop,1,1199.0,Online,Offline,China
3842,1222,2023-04-26,Logitech MX Master Mouse,Accessory,2,99.0,Cash,Offline,France
3843,2059,2023-04-26,Apple 35W Dual USB-C Adapter,Accessory,3,59.0,Cash,Online,China
3844,2003,2023-04-26,USB-C Charger,Accessory,3,29.0,Online,Online,China
3845,1424,2023-04-26,Apple Pencil,Accessory,2,119.0,Card,Offline,USA
3846,1582,2023-04-26,Apple AirPods Pro,Accessory,1,249.0,Online,Offline,Russia
3847,4523,2023-04-26,HP Spectre x360,Laptop,1,1299.0,Card,Online,Russia
3848,3659,2023-04-26,Apple AirPods Pro,Accessory,1,249.0,Cash,Online,China
3849,3660,2023-04-26,Mechanical Keyboard,Accessory,3,149.0,Online,Offline,Russia
3850,72,2023-04-26,Xiaomi Redmi Note 12,Phone,1,349.0,Online,Online,China
3851,72,2023-04-26,Screen Protector,Accessory,1,35.0,Online,Online,China
3852,2407,2023-04-26,Screen Protector,Accessory,1,35.0,Online,Online,USA
3853,3607,2023-04-26,iPhone 13,Phone,1,799.0,Cash,Online,Russia
3854,589,2023-04-26,Xiaomi Redmi Note 12,Phone,1,349.0,Card,Online,China
3855,3751,2023-04-26,Mechanical Keyboard,Accessory,2,149.0,Card,Online,Germany
3856,1880,2023-04-26,Dell XPS 13,Laptop,1,1199.0,Cash,Online,USA
3857,10,2023-04-26,Apple Mouse,Accessory,1,89.0,Online,Online,China
3858,2287,2023-04-26,Apple Mouse,Accessory,1,89.0,Card,Offline,USA
3859,943,2023-04-26,Xiaomi Redmi Note 12,Phone,2,349.0,Online,Online,USA
3860,4328,2023-04-26,HP Spectre x360,Laptop,1,1299.0,Cash,Offline,Japan
3861,4750,2023-04-27,Dell XPS 13,Laptop,1,1199.0,Online,Online,China
3862,450,2023-04-27,Screen Protector,Accessory,1,35.0,Online,Offline,USA
3863,2250,2023-04-27,Lenovo ThinkPad X1,Laptop,1,1399.0,Online,Offline,Japan
3864,382,2023-04-27,iPhone 13,Phone,1,799.0,Card,Offline,USA
3865,491,2023-04-27,Apple AirPods Pro,Accessory,1,249.0,Online,Offline,Germany
3866,2989,2023-04-27,Xiaomi Redmi Note 12,Phone,1,349.0,Cash,Online,China
3867,59,2023-04-27,Logitech MX Master Mouse,Accessory,1,99.0,Card,Online,China
3868,4702,2023-04-27,Samsung Travel Adapter,Accessory,1,29.0,Card,Offline,USA
3869,2691,2023-04-27,Apple Mouse,Accessory,1,89.0,Online,Online,Russia
3870,1981,2023-04-27,iPhone 13,Phone,1,799.0,Cash,Online,China
3871,1981,2023-04-27,Apple 20W USB-C Power Adapter,Accessory,1,19.0,Cash,Online,China
3872,1779,2023-04-27,HDMI Cable,Accessory,2,14.0,Card,Offline,China
3873,1646,2023-04-27,Xiaomi Mi 11,Phone,1,499.0,Card,Offline,USA
3874,382,2023-04-27,Apple 20W USB-C Power Adapter,Accessory,1,19.0,Card,Offline,USA
3875,3341,2023-04-27,Dell XPS 13,Laptop,1,1199.0,Card,Offline,USA
3876,3631,2023-04-27,Apple 20W USB-C Power Adapter,Accessory,1,19.0,Card,Online,China
3877,4508,2023-04-27,Samsung Travel Adapter,Accessory,3,29.0,Cash,Online,USA
3878,938,2023-04-27,Lenovo ThinkPad X1,Laptop,1,1399.0,Cash,Online,Russia
3879,1118,2023-04-27,Apple Mouse,Accessory,1,89.0,Card,Online,China
3880,2066,2023-04-27,Xiaomi Redmi Note 12,Phone,1,349.0,Cash,Offline,Germany
3881,3573,2023-04-27,Dell XPS 13,Laptop,1,1199.0,Cash,Online,USA
3882,3631,2023-04-27,iPhone 15,Phone,1,1199.0,Card,Online,China
3883,3724,2023-04-27,Google Pixel 7,Phone,1,699.0,Card,Online,UK
3884,409,2023-04-27,Apple AirPods Pro,Accessory,1,249.0,Online,Online,Germany
3885,3631,2023-04-27,Apple AirPods Pro,Accessory,1,249.0,Card,Online,China
3886,1069,2023-04-27,MacBook Pro 16,Laptop,1,1999.0,Cash,Online,USA
3887,3989,2023-04-27,Google Pixel 7,Phone,1,699.0,Card,Online,Japan
3888,1322,2023-04-27,MacBook Pro 16,Laptop,1,1999.0,Card,Online,USA
3889,4406,2023-04-27,Apple 20W USB-C Power Adapter,Accessory,1,19.0,Cash,Online,USA
3890,1322,2023-04-27,Apple Mouse,Accessory,1,89.0,Card,Online,USA
3891,450,2023-04-27,iPhone 13,Phone,1,799.0,Online,Offline,USA
3892,3008,2023-04-27, Google Pixel 7 ,Phone,1,699.0,Online,Offline,France
3893,135,2023-04-27,Apple 20W USB-C Power Adapter,Accessory,1,19.0,Card,Offline,Russia
3894,1323,2023-04-27,HDMI Cable,Accessory,1,14.0,Card,Offline,France
3895,2633,2023-04-28,Screen Protector,Accessory,1,35.0,Online,Offline,Russia
3896,3633,2023-04-28,Apple 20W USB-C Power Adapter,Accessory,1,19.0,Card,Online,China
3897,54,2023-04-28,Xiaomi Redmi Note 12,Phone,1,349.0,Cash,Online,France
3898,13,2023-04-28,Apple 35W Dual USB-C Adapter,Accessory,1,59.0,Cash,Online,China
3899,2919,2023-04-28,MacBook Pro 16,Laptop,2,1999.0,Card,Offline,France
3900,2919,2023-04-28,Apple Mouse,Accessory,1,89.0,Card,Offline,France
3901,1206,2023-04-28,Google Pixel 7,Phone,1,699.0,Online,Offline,Russia
3902,4125,2023-04-28,iPhone 13,Phone,1,799.0,Card,Offline,USA
3903,1595,2023-04-28,Apple 20W USB-C Power Adapter,Accessory,1,19.0,Online,Offline,Japan
3904,2451,2023-04-28,Xiaomi Mi 11,Phone,1,499.0,Online,Offline,China
3905,1206,2023-04-28,Screen Protector,Accessory,1,35.0,Online,Offline,Russia
3906,4125,2023-04-28,Apple 20W USB-C Power Adapter,Accessory,1,19.0,Card,Offline,USA
3907,4125,2023-04-28,Screen Protector,Accessory,1,35.0,Card,Offline,USA
3908,4229,2023-04-28,USB-C Charger,Accessory,1,29.0,Card,Offline,China
3909,1341,2023-04-28,Apple AirPods Pro,Accessory,1,249.0,Card,Online,Russia
3910,2198,2023-04-28,MacBook Air 13,Laptop,2,1099.0,Online,Offline,Japan
3911,3633,2023-04-28,Apple 35W Dual USB-C Adapter,Accessory,1,59.0,Card,Online,China
3912,4413,2023-04-28,Apple 35W Dual USB-C Adapter,Accessory,1,59.0,Card,Offline,China
3913,3633,2023-04-28,iPhone 15,Phone,1,1199.0,Card,Online,China
3914,1383,2023-04-28,MacBook Pro 16,Laptop,1,1999.0,Cash,Offline,USA
3915,2028,2023-04-28,Apple Mouse,Accessory,1,89.0,Card,Offline,China
3916,2833,2023-04-28,Logitech MX Master Mouse,Accessory,3,99.0,Card,Offline,USA
3917,2451,2023-04-28,Screen Protector,Accessory,1,35.0,Online,Offline,China
3918,2028,2023-04-28,MacBook Air 13,Laptop,1,1099.0,Card,Offline,China
3919,4558,2023-04-28,MacBook Air 13,Laptop,1,1099.0,Online,Offline,Germany
3920,3633,2023-04-28,Screen Protector,Accessory,1,35.0,Card,Online,China
3921,3283,2023-04-28,Sony WH-1000XM4,Accessory,2,349.0,Card,Online,China
3922,712,2023-04-28,Logitech MX Master Mouse,Accessory,3,99.0,Cash,Offline,USA
3923,3963,2023-04-28,Xiaomi Redmi Note 12,Phone,1,349.0,Online,Online,Russia
3924,1655,2023-04-28,Apple Mouse,Accessory,1,89.0,Card,Offline,USA
3925,3311,2023-04-28,Logitech MX Master Mouse,Accessory,1,99.0,Online,Online,USA
3926,4152,2023-04-28,Samsung Galaxy Tab S8,Tablet,1,799.0,Online,Online,Germany
3927,3821,2023-04-28,Samsung Galaxy Tab S8,Tablet,1,799.0,Cash,Online,USA
3928,4304,2023-04-28,Lenovo ThinkPad X1,Laptop,1,1399.0,Card,Offline,China
3929,2473,2023-04-28,Apple Mouse,Accessory,1,89.0,Card,Online,Japan
3930,2473,2023-04-28,MacBook Air 13,Laptop,1,1099.0,Card,Online,Japan
3931,4102,2023-04-28,HDMI Cable,Accessory,1,14.0,Cash,Online,Russia
3932,1434,2023-04-28,Asus ZenBook,Laptop,1,999.0,Cash,Offline,China
3933,1396,2023-04-29,Apple Mouse,Accessory,1,89.0,Card,Online,Japan
3934,175,2023-04-29,HDMI Cable,Accessory,1,14.0,Card,Online,China
3935,4756,2023-04-29,iPhone 15,Phone,1,1199.0,Online,Online,France
3936,1235,2023-04-29,Apple 20W USB-C Power Adapter,Accessory,2,19.0,Card,Online,Russia
3937,4756,2023-04-29,Apple 20W USB-C Power Adapter,Accessory,1,19.0,Online,Online,France
3938,3245,2023-04-29,iPhone 15,Phone,1,1199.0,Online,Online,Russia
3939,2718,2023-04-29,Samsung Travel Adapter,Accessory,1,29.0,Card,Offline,Russia
3940,1396,2023-04-29,MacBook Pro 16,Laptop,1,1999.0,Card,Online,Japan
3941,3245,2023-04-29,Apple 20W USB-C Power Adapter,Accessory,1,19.0,Online,Online,Russia
3942,1271,2023-04-29,Xiaomi Redmi Note 12,Phone,2,349.0,Online,Online,USA
3943,1955,2023-04-29,iPhone 15,Phone,1,1199.0,Card,Online,China
3944,2949,2023-04-29,Samsung Galaxy S23,Phone,2,949.0,Online,Online,USA
3945,2949,2023-04-29,Samsung Travel Adapter,Accessory,1,29.0,Online,Online,USA
3946,4125,2023-04-29,Apple 35W Dual USB-C Adapter,Accessory,1,59.0,Card,Offline,Russia
3947,2359,2023-04-29,Apple 35W Dual USB-C Adapter,Accessory,1,59.0,Online,Offline,France
3948,4756,2023-04-29,Apple 35W Dual USB-C Adapter,Accessory,1,59.0,Online,Online,France
3949,904,2023-04-29,Apple AirPods Pro,Accessory,3,249.0,Online,Offline,Japan
3950,1910,2023-04-29,Lenovo ThinkPad X1,Laptop,1,1399.0,Online,Online,China
3951,1947,2023-04-29,Sony WH-1000XM4,Accessory,1,349.0,Cash,Offline,China
3952,12,2023-04-29,iPhone 13,Phone,1,799.0,Online,Offline,China
3953,4125,2023-04-29,iPhone 15,Phone,1,1199.0,Card,Offline,Russia
3954,1827,2023-04-29,HDMI Cable,Accessory,1,14.0,Card,Offline,China
3955,2949,2023-04-29,Screen Protector,Accessory,1,35.0,Online,Online,USA
3956,12,2023-04-29,Screen Protector,Accessory,1,35.0,Online,Offline,China
3957,992,2023-04-29,Screen Protector,Accessory,1,35.0,Card,Online,China
3958,4277,2023-04-29,iPhone 14,Phone,1,999.0,Online,Online,USA
3959,4756,2023-04-29,Screen Protector,Accessory,1,35.0,Online,Online,France
3960,12,2023-04-29,Apple 20W USB-C Power Adapter,Accessory,1,19.0,Online,Offline,China
3961,992,2023-04-29,iPad Pro 12.9,Tablet,1,1099.0,Card,Online,China
3962,3573,2023-04-29,Screen Protector,Accessory,1,35.0,Card,Online,USA
3963,130,2023-04-29,Screen Protector,Accessory,1,35.0,Card,Offline,Russia
3964,1177,2023-04-29,Sony WH-1000XM4,Accessory,2,349.0,Card,Offline,Russia
3965,2231,2023-04-29,Apple Pencil,Accessory,1,119.0,Cash,Online,UK
3966,2276,2023-04-29,Screen Protector,Accessory,1,35.0,Online,Offline,China
3967,1350,2023-04-29,Dell XPS 15,Laptop,2,1499.0,Online,Online,UK
3968,3245,2023-04-29,Screen Protector,Accessory,1,35.0,Online,Online,Russia
3969,2544,2023-04-29,Samsung Galaxy S23,Phone,2,949.0,Card,Offline,Germany
3970,2718,2023-04-29,Samsung Galaxy S23,Phone,1,949.0,Card,Offline,Russia
3971,3573,2023-04-29,Xiaomi Mi 11,Phone,1,499.0,Card,Online,USA
3972,130,2023-04-29,Apple 20W USB-C Power Adapter,Accessory,1,19.0,Card,Offline,Russia
3973,2718,2023-04-29,Screen Protector,Accessory,1,35.0,Card,Offline,Russia
3974,130,2023-04-29,iPhone 14,Phone,1,999.0,Card,Offline,Russia
3975,1553,2023-04-29,Dell XPS 15,Laptop,2,1499.0,Online,Offline,USA
3976,4277,2023-04-29,Apple 20W USB-C Power Adapter,Accessory,1,19.0,Online,Online,USA
3977,2756,2023-04-30,Lenovo ThinkPad X1,Laptop,1,1399.0,Cash,Offline,Japan
3978,4412,2023-04-30,Apple AirPods Pro,Accessory,3,249.0,Cash,Online,USA
3979,207,2023-04-30,iPad 9th Gen,Tablet,1,499.0,Card,Online,Russia
3980,4146,2023-04-30,MacBook Air 13,Laptop,1,1099.0,Cash,Online,UK
3981,207,2023-04-30,Screen Protector,Accessory,1,35.0,Card,Online,Russia
3982,2664,2023-04-30,Apple AirPods Pro,Accessory,1,249.0,Online,Offline,China
3983,2087,2023-04-30,Screen Protector,Accessory,1,35.0,Card,Offline,Spain
3984,1722,2023-04-30,Apple 35W Dual USB-C Adapter,Accessory,1,59.0,Cash,Online,France
3985,4343,2023-04-30,Samsung Travel Adapter,Accessory,1,29.0,Card,Offline,China
3986,1343,2023-04-30,Apple 20W USB-C Power Adapter,Accessory,1,19.0,Online,Online,China
3987,3541,2023-04-30,Apple 35W Dual USB-C Adapter,Accessory,1,59.0,Cash,Online,USA
3988,4343,2023-04-30,Screen Protector,Accessory,1,35.0,Card,Offline,China
3989,1349,2023-04-30,Xiaomi Redmi Note 12,Phone,1,349.0,Cash,Offline,Spain
3990,1722,2023-04-30,Apple 20W USB-C Power Adapter,Accessory,1,19.0,Cash,Online,France
3991,2087,2023-04-30,Apple 20W USB-C Power Adapter,Accessory,1,19.0,Card,Offline,Spain
3992,1722,2023-04-30,Screen Protector,Accessory,1,35.0,Cash,Online,France
3993,3850,2023-04-30,Apple AirPods Pro,Accessory,1,249.0,Card,Online,Russia
3994,3850,2023-04-30,Apple 20W USB-C Power Adapter,Accessory,1,19.0,Card,Online,Russia
3995,3541,2023-04-30,iPhone 13,Phone,2,799.0,Cash,Online,USA
3996,714,2023-04-30,Apple 35W Dual USB-C Adapter,Accessory,1,59.0,Card,Online,USA
3997,714,2023-04-30,iPhone 15,Phone,1,1199.0,Card,Online,USA
3998,503,2023-04-30,Xiaomi Mi 11,Phone,2,499.0,Card,Online,France
3999,4343,2023-04-30,Samsung Galaxy S23,Phone,1,949.0,Card,Offline,China
4000,3850,2023-04-30,iPhone 14,Phone,1,999.0,Card,Online,Russia
4001,1722,2023-04-30,Apple AirPods Pro,Accessory,1,249.0,Cash,Online,France
4002,2664,2023-04-30,Screen Protector,Accessory,1,35.0,Online,Offline,China
4003,280,2023-04-30,Dell XPS 15,Laptop,1,1499.0,Cash,Online,Japan
4004,503,2023-04-30,Screen Protector,Accessory,1,35.0,Card,Online,France
4005,528,2023-04-30,Logitech MX Master Mouse,Accessory,2,99.0,Cash,Online,China
4006,549,2023-04-30,Apple AirPods Pro,Accessory,1,249.0,Card,Offline,Spain
4007,4221,2023-04-30,iPhone 13,Phone,1,799.0,Card,Online,USA
4008,2664,2023-04-30,iPhone 13,Phone,1,799.0,Online,Offline,China
4009,2087,2023-04-30,iPhone 15,Phone,1,1199.0,Card,Offline,Spain
4010,212,2023-04-30,Samsung Travel Adapter,Accessory,2,29.0,Online,Offline,France
4011,1722,2023-04-30,iPhone 15,Phone,1,1199.0,Cash,Online,France
4012,1349,2023-04-30,Screen Protector,Accessory,1,35.0,Cash,Offline,Spain
4013,4221,2023-04-30,Screen Protector,Accessory,1,35.0,Card,Online,USA
4014,4221,2023-04-30,Apple 20W USB-C Power Adapter,Accessory,1,19.0,Card,Online,USA
4015,4520,2023-04-30,Dell XPS 15,Laptop,1,1499.0,Cash,Offline,Japan
4016,3997,2023-05-01,Apple 35W Dual USB-C Adapter,Accessory,1,59.0,Online,Offline,UK
4017,2847,2023-05-01,Logitech MX Master Mouse,Accessory,1,99.0,Online,Offline,Germany
4018,405,2023-05-01,Screen Protector,Accessory,2,35.0,Online,Offline,China
4019,3114,2023-05-01,Apple 20W USB-C Power Adapter,Accessory,1,19.0,Cash,Online,China
4020,1893,2023-05-01,Logitech MX Master Mouse,Accessory,1,99.0,Card,Online,USA
4021,2194,2023-05-01,Sony WH-1000XM4,Accessory,1,349.0,Online,Online,France
4022,3997,2023-05-01,Screen Protector,Accessory,1,35.0,Online,Offline,UK
4023,2119,2023-05-01,Samsung Travel Adapter,Accessory,2,29.0,Online,Online,Japan
4024,1704,2023-05-01,Apple Mouse,Accessory,3,89.0,Cash,Offline,UK
4025,2194,2023-05-01,Samsung Galaxy S21,Phone,1,749.0,Online,Online,France
4026,2194,2023-05-01,Samsung Travel Adapter,Accessory,1,29.0,Online,Online,France
4027,2194,2023-05-01,Screen Protector,Accessory,1,35.0,Online,Online,France
4028,4409,2023-05-01,Samsung Galaxy S21,Phone,1,749.0,Online,Offline,Japan
4029,4409,2023-05-01,Samsung Travel Adapter,Accessory,1,29.0,Online,Offline,Japan
4030,381,2023-05-01,Samsung Galaxy Tab S8,Tablet,2,799.0,Online,Online,USA
4031,989,2023-05-01,Apple Pencil,Accessory,2,119.0,Cash,Offline,USA
4032,880,2023-05-01,Sony WH-1000XM4,Accessory,1,349.0,Card,Online,Spain
4033,3926,2023-05-01,Apple 20W USB-C Power Adapter,Accessory,1,19.0,Cash,Offline,USA
4034,4158,2023-05-01,MacBook Air 13,Laptop,1,1099.0,Online,Offline,USA
4035,886,2023-05-01,USB-C Charger,Accessory,1,29.0,Card,Online,USA
4036,3632,2023-05-01,HDMI Cable,Accessory,1,14.0,Cash,Online,France
4037,3744,2023-05-01,Mechanical Keyboard,Accessory,3,149.0,Cash,Offline,Germany
4038,4138,2023-05-01,Apple 20W USB-C Power Adapter,Accessory,1,19.0,Online,Online,Japan
4039,3997,2023-05-01,iPhone 15,Phone,1,1199.0,Online,Offline,UK
4040,1374,2023-05-01,Sony WH-1000XM4,Accessory,2,349.0,Online,Offline,China
4041,3256,2023-05-01,Apple 20W USB-C Power Adapter,Accessory,1,19.0,Online,Offline,China
4042,57,2023-05-01,iPhone 15,Phone,1,1199.0,Online,Online,USA
4043,1943,2023-05-01,Samsung Travel Adapter,Accessory,1,29.0,Cash,Offline,Germany
4044,1825,2023-05-01,Dell XPS 13,Laptop,1,1199.0,Card,Online,UAE
4045,1943,2023-05-01,Samsung Galaxy S23,Phone,1,949.0,Cash,Offline,Germany
4046,3366,2023-05-01,Apple AirPods Pro,Accessory,1,249.0,Online,Online,Russia
